title,format,start_year,episodes,duration,runtime,genres,mean_score,popularity
Ai Zai Xi Yuan Qian 2,ONA,2021,16,,16,Drama- Fantasy- Romance,66,324
AIKa R-16: VIRGIN MISSION,OVA,2007,3,25,75,Action- Comedy- Ecchi,54,6535
AIKa ZERO,OVA,2009,3,26,78,Action- Adventure- Comedy- Ecchi,54,5426
Aikatsu Stars!,TV,2016,50,24,1200,Comedy- Music,77,7132
Aikatsu!: Nerawareta Mahou no Aikatsu! Card,MOVIE,2016,1,28,28,Comedy- Music,74,2112
Aim ni Aisareshi Girl,MUSIC,2023,1,3,3,Fantasy- Psychological,65,440
Ainone,MUSIC,2015,1,6,6,Drama,43,423
Airy Me,MUSIC,2013,1,6,6,Drama- Fantasy- Horror- Sci-Fi,61,1954
aiseki MOGOL GIRL,TV_SHORT,2017,12,3,36,Comedy,53,80
Aishang Ta de Liyou Extra,ONA,2024,1,10,10,Drama- Romance,77,3842
Aishite Knight,TV,1983,42,25,1050,Comedy- Music- Romance,68,2808
Aisu,MUSIC,2019,1,4,4,Comedy,47,166
Aitsu to Lullaby: Suiyoubi no Cinderella,MOVIE,1987,1,50,50,Drama- Sports,60,675
A-jang.com,TV,2001,13,24,312,Fantasy,50,209
Ajimu: Kaigan Monogatari,ONA,2001,4,28,112,Comedy- Drama- Romance,59,2754
Ajin Senshi,MOVIE,1990,1,100,100,Fantasy,66,584
Ajin: Shougeki,MOVIE,2016,1,120,120,Action- Horror- Mystery- Supernatural,68,6179
Ajin: Shoutotsu,MOVIE,2016,1,106,106,Action- Horror- Mystery- Supernatural,68,6434
Aka,MOVIE,2019,1,3,3,Action- Fantasy,66,683
Aka-chan Honbuchou,TV_SHORT,2021,8,5,40,Comedy,47,265
Aka-chan Honbuchou 2nd Season,TV_SHORT,2022,8,5,40,Comedy,47,111
Aka-chan to Boku,TV,1996,35,25,875,Comedy- Drama- Slice of Life,76,5469
Akadou Suzunosuke,TV,1972,52,24,1248,Adventure,64,431
Akage no Anne: Green Gables e no Michi,MOVIE,2010,1,99,99,Adventure- Slice of Life,64,1650
Akahori Gedou Hour Rabuge,TV,2005,13,24,312,Comedy,58,2009
Akai Hayate,OVA,1991,4,30,120,Action- Adventure- Supernatural,41,915
Akai Ito,SPECIAL,2009,1,4,4,Drama- Romance- Slice of Life,58,655
Akai Kiba: Blue Sonnet,OVA,1989,5,29,145,Action- Drama- Music- Sci-Fi- Supernatural,61,1334
Akai Kitsune Midori no Tanuki Web CM: Hitori no Yoru to Akamidori,ONA,2025,2,1,2,Drama,63,151
Akai Koudan Zillion,TV,1987,31,24,744,Adventure- Sci-Fi,66,2418
Akai Koudan Zillion: Burning Night,OVA,1988,1,45,45,Adventure- Sci-Fi,56,812
Akai Shouzou: Char- Soshite Frontal e,SPECIAL,2010,1,105,105,Drama- Mecha- Sci-Fi,53,929
Akane Maniax,OVA,2004,3,27,81,Comedy- Mecha- Romance,54,4163
Akane-chan,TV,1968,26,26,676,Comedy- Slice of Life,48,336
Akane-iro ni Somaru Saka OVA,SPECIAL,2009,1,26,26,Comedy- Ecchi- Romance,58,7152
Akaoni to Aooni no Tango,MUSIC,1977,1,2,2,Fantasy,45,177
Akarui Sekai,OVA,2008,1,42,42,Comedy,40,76
Akatsuki no Requiem,MUSIC,2018,1,4,4,Drama,64,1139
Akaventure,MOVIE,2013,1,6,6,Comedy- Fantasy,46,71
Akazukin Chacha,TV,1994,74,24,1776,Adventure- Comedy- Fantasy- Mahou Shoujo- Romance,71,4508
Akazukin Chacha OVA,OVA,1995,3,24,72,Comedy- Fantasy,62,831
Akazukin to Kenkou,OVA,2007,1,5,5,Comedy,41,247
AKB48 Stage Fighter,SPECIAL,2011,1,1,1,Action,41,330
Akiba-chan,TV_SHORT,2008,10,5,50,Comedy- Slice of Life,53,1191
Akichi Asobi,MOVIE,2013,1,5,5,Fantasy- Slice of Life,60,840
Akihabara Dennou Gumi,TV,1998,26,23,598,Adventure- Mecha- Sci-Fi,63,3221
Akihabara Dennou Gumi: 2011-nen no Natsuyasumi,MOVIE,1999,1,60,60,Adventure- Comedy- Mecha- Sci-Fi,66,1037
Akikan! OVA,OVA,2009,1,23,23,Comedy- Ecchi,57,4341
Akindo Sei no Little Peso,TV_SHORT,2017,12,3,36,Comedy- Sci-Fi,41,252
A-Ko The VS,OVA,1990,2,51,102,Adventure- Comedy- Sci-Fi,61,2032
Akubi Girl,TV_SHORT,2006,26,4,104,Comedy- Fantasy,51,277
Akuei to Gacchinpo,TV,2004,13,25,325,Comedy,44,234
Akuei to Gacchinpo THE MOVIE: Chelsea no Gyakushuu/Akuei to Mahou no Hammer,MOVIE,2005,1,105,105,Comedy,33,82
Akuei to Gacchinpo: Tenkomori,TV,2005,12,25,300,Comedy,37,178
Akuemon,OVA,1993,1,25,25,Fantasy- Romance,60,715
Akuma no Memumemu-chan,ONA,2018,1,6,6,Comedy,52,1673
Akuma to Himegimi,MOVIE,1981,1,30,30,Comedy,38,99
Akuma Tou no Prince: Mitsume ga Tooru,SPECIAL,1985,1,79,79,Adventure- Comedy- Supernatural,62,438
Akuma-kun,TV,1989,42,25,1050,Adventure- Horror- Supernatural,66,1094
Akuma-kun (Movie),MOVIE,1989,1,40,40,Adventure- Fantasy- Horror- Supernatural,61,655
Akuma-kun: Youkoso Akuma Land e!!,MOVIE,1990,1,25,25,Adventure- Fantasy- Horror- Supernatural,60,542
Akuu Daisakusen Srungle,TV,1983,53,25,1325,Action- Mecha- Sci-Fi,70,903
Akuyaku Reijou nano de Last Boss wo Kattemimashita Mini,ONA,2022,27,1,27,Comedy- Fantasy,57,1076
Al Dente Tango,MOVIE,2011,1,4,4,Comedy- Music,47,121
Alchemy Stars: 1.5 Shuunen Kinen Douga,ONA,2022,1,2,2,Fantasy,66,161
Aldnoah.Zero (Re+),MOVIE,2025,1,120,120,Action- Drama- Mecha- Sci-Fi,67,3617
Alexander Senki,TV,1999,13,28,364,Action- Adventure- Fantasy- Sci-Fi- Supernatural,55,2708
Alexander Senki Movie,MOVIE,2000,1,100,100,Action- Adventure- Mystery,61,924
Alexandros no Ketsudan,OVA,2003,1,45,45,Drama,46,321
Ali Baba to 40-hiki no Touzoku,MOVIE,1971,1,55,55,Action- Fantasy,54,756
Alice in Dreamland,MOVIE,2015,1,44,44,Adventure- Fantasy,44,922
Alice no Kisetsu,MUSIC,1988,1,2,2,Fantasy,50,93
Alice SOS,TV,1998,28,25,700,Adventure,66,836
Alita de Shi Lian,ONA,2016,1,6,6,Action- Fantasy,63,469
Alita de Shui Qian Gushi,ONA,2019,1,18,18,Action- Fantasy,65,467
All Alone With You,MUSIC,2013,1,6,6,Fantasy,70,6305
ALL THAT GUNDAM,SPECIAL,1989,1,1,1,Action- Mecha- Sci-Fi,54,2314
ALL THAT VF: Macross 25th Anniversary Air Show - Ver.ZERO,ONA,2008,1,2,2,Action- Mecha- Sci-Fi,52,966
ALL THAT VF: Macross 25th Anniversary Air Show - Version F,ONA,2008,1,2,2,Action- Mecha- Sci-Fi,53,933
Alps Monogatari: Watashi no Annette,TV,1983,48,25,1200,Drama- Slice of Life,69,1618
Alps no Roujin Heidi no Ojii-san,ONA,2024,12,1,12,Comedy,41,148
Alps no Shoujo Heidi (1979),MOVIE,1979,1,107,107,Drama- Slice of Life,68,2203
Alps no Shoujo Heidi Pilot,SPECIAL,1967,1,5,5,Comedy- Drama- Slice of Life,47,531
Alps no Shoujo Heidi: Alm no Yama-hen,MOVIE,1996,1,88,88,Drama- Slice of Life,65,748
Alps no Shoujo Heidi: Heidi to Clara-hen,MOVIE,1996,1,89,89,Drama- Slice of Life,65,828
Alssongdalssong Catch! Tiniping,TV_SHORT,2022,26,11,286,Comedy- Drama- Fantasy- Mahou Shoujo,64,139
Altered Carbon: Resleeved,ONA,2020,1,73,73,Action- Drama- Sci-Fi,62,3373
Amada Anime Series: Super Mario Brothers,OVA,1989,3,11,33,Adventure- Comedy- Fantasy,42,1379
Amaenaide yo!! Katsu!!: Damasarenaide yo!!,SPECIAL,2006,1,23,23,Comedy- Ecchi- Romance- Supernatural,61,2729
Amaenaide yo!! Special,SPECIAL,2005,1,23,23,Comedy- Ecchi- Romance- Supernatural,60,2644
Amagami,MUSIC,2022,1,4,4,Fantasy- Mystery- Supernatural,65,387
Amakage,ONA,2012,1,4,4,Fantasy- Music,46,252
Amanchu! Yakusoku no Natsu to Atarashii Omoide no Koto,OVA,2017,1,24,24,Comedy- Slice of Life,72,5741
Amanchu!: Upyopyo Dive Tsukkome! Umi no Sekai!,SPECIAL,2016,6,7,42,Comedy,60,1109
Amatsuki,TV,2008,13,23,299,Action- Fantasy- Supernatural,64,7681
Amazing Nuts!,OVA,2006,4,10,40,Action- Adventure- Drama- Fantasy- Music- Romance- Sci-Fi,57,2881
Ame to Shoujo to Watashi no Tegami,ONA,2005,1,7,7,Drama,52,2022
Amedama,MOVIE,2024,1,21,21,Drama,60,107
Amefuri Kozou,OVA,1983,1,25,25,Fantasy,62,906
Ameiro Cocoa,TV_SHORT,2015,12,2,24,Comedy- Slice of Life,42,6455
Ameiro Cocoa in Hawaii,TV_SHORT,2016,12,2,24,Comedy- Slice of Life,42,1801
Ameiro Cocoa Series Ame-con!!,TV_SHORT,2017,12,3,36,Comedy- Slice of Life,42,1674
Ameiro Cocoa sideG,TV_SHORT,2019,12,2,24,Comedy- Slice of Life,43,2898
Ameiro Cocoa: Rainy color e Youkoso!,TV_SHORT,2015,12,2,24,Comedy- Slice of Life,42,2645
Amemiya-san,ONA,2021,3,1,3,Comedy,66,643
Ametsuchi,MOVIE,2016,1,10,10,Drama- Psychological,47,168
Amhaengeosa Byeol☆Ko,ONA,2020,10,7,70,Action- Comedy- Fantasy,40,32
AMNESIA OVA,OVA,2013,1,25,25,Fantasy,58,6266
Amon Saga,OVA,1986,1,74,74,Adventure- Fantasy,53,2306
Amrita no Kyouen,MOVIE,2023,1,48,48,Fantasy- Horror- Mystery,49,4735
An Jie Shen Shi,ONA,2020,22,20,440,Adventure- Fantasy,64,274
An Ling Yu Shi Di Qi,TV,2017,13,22,286,Adventure- Sci-Fi,51,355
Anata mo Robot ni Nareru,MUSIC,2014,1,4,4,Comedy,38,171
Anata wo Zutto Aishiteru,MOVIE,2015,1,90,90,Adventure,59,592
Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,ONA,2017,2,12,24,Action- Adventure- Drama- Fantasy,59,930
Andersen Douwa Ningyo Hime,MOVIE,1975,1,68,68,Drama- Fantasy- Romance,63,2175
Andersen Monogatari,MOVIE,1968,1,80,80,Drama,55,520
Andersen Monogatari,TV,1971,52,24,1248,Fantasy,65,553
Andes Shounen Pepero no Bouken,TV,1975,26,20,520,Adventure,66,534
Android Ana MAICO 2010,TV_SHORT,1998,24,14,336,Comedy- Sci-Fi,68,1434
Andromeda Stories,SPECIAL,1982,1,85,85,Fantasy- Sci-Fi,57,1103
Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,OVA,2014,6,3,18,Comedy- Ecchi,53,3418
Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue Specials,SPECIAL,2014,3,6,18,Comedy- Ecchi,49,2732
Anemone,OVA,2011,1,5,5,Drama- Supernatural,61,1225
ANEMONE: Koukyoushihen Eureka Seven Hi-Evolution,MOVIE,2018,1,90,90,Adventure- Drama- Mecha- Sci-Fi,64,4423
Angel,OVA,1990,1,44,44,Comedy- Hentai,53,726
Angel Blade,OVA,2001,3,28,84,Action- Hentai- Mahou Shoujo,59,2104
Angel Blade Punish!,OVA,2004,3,30,90,Adventure- Hentai- Sci-Fi,57,1439
Angel Core,OVA,2003,2,30,60,Action- Hentai- Mecha,50,1094
Angel Heart,TV,2005,50,23,1150,Action- Romance,68,4306
Angelique,OVA,2004,3,30,90,Drama- Fantasy- Romance- Sci-Fi,58,1548
Angelique: Seichi yori Ai wo Komete,OVA,2001,3,30,90,Adventure- Fantasy- Romance- Sci-Fi,56,777
Angelique: Shiroi Tsubasa no Memoire,OVA,2000,2,30,60,Drama- Fantasy- Romance- Sci-Fi,53,1017
Angelique: Twin Collection,OVA,2002,8,30,240,Fantasy- Music,60,576
Angels Feather,OVA,2006,2,30,60,Drama- Fantasy- Romance- Sci-Fi- Supernatural,44,2645
Ani ni Tsukeru Kusuri wa Nai! 5,ONA,2022,12,4,48,Comedy- Slice of Life,72,5705
Anila to Cocora,TV_SHORT,2025,13,2,26,Comedy- Slice of Life,49,681
Anima Yell! Ouen Douga,ONA,2018,12,2,24,Comedy- Slice of Life- Sports,52,901
Animal Yokochou,TV,2005,51,23,1173,Adventure- Comedy- Fantasy,68,1142
Animation Kikou: Marco Polo no Bouken,TV,1979,43,20,860,Adventure,72,877
Animation Seisaku Shinkou Kuromi-chan,OVA,2001,1,40,40,Comedy- Drama,68,3241
Animation Seisaku Shinkou Kuromi-chan 2,OVA,2004,1,45,45,Comedy- Drama,69,1895
Anime 80-nichikan Sekai Isshuu,TV,1987,26,25,650,Adventure- Romance,66,1502
Anime Art Video Collection: Douwa,OVA,1991,6,13,78,Adventure,54,535
Anime Hachikou Monogatari,OVA,1990,1,18,18,Drama,52,36
Anime Kapibara-san,TV_SHORT,2020,24,1,24,Adventure- Slice of Life,62,1788
Anime Koukyoushi: Jungle Taitei,OVA,1991,1,51,51,Adventure,62,455
Anime Oyako Gekijou,TV,1981,26,24,624,Adventure- Sci-Fi,61,853
Anime Rakugo Kan,OVA,1989,6,16,96,Comedy,46,297
Anime Roukyoku Kikou Shimizu no Jirochouden,TV,2000,10,25,250,Comedy- Drama,43,150
Anime Sanjuushi,TV,1987,52,25,1300,Adventure- Drama- Romance,69,1657
Anime Sanjuushi: Aramis no Bouken,MOVIE,1989,1,46,46,Adventure- Drama- Romance,62,593
Anime Tenchou,OVA,2002,1,2,2,Action,58,4594
Anime Tenchou Movie,MOVIE,2010,1,2,2,Action,55,1183
Anime Tenchou x Touhou Project,SPECIAL,2010,1,10,10,Fantasy,62,3589
Anime Yasei no Sakebi,TV,1982,22,24,528,Action- Adventure,44,225
Anime-gatari,SPECIAL,2015,6,1,6,Comedy,54,1364
Animegatari x Koukaku Kidoutai Collab Eizou,ONA,2015,1,2,2,Comedy- Slice of Life,46,608
Animegatari x Shingeki no Kyojin Collab Eizou,ONA,2015,1,1,1,Comedy- Slice of Life,51,771
Anisava,TV_SHORT,2013,13,5,65,Comedy- Romance- Slice of Life,49,269
Anison Nippon,ONA,2014,1,1,1,Action- Sci-Fi,47,408
Anju to Zushioumaru,MOVIE,1961,1,83,83,Fantasy,61,1531
Ankoku Cat,ONA,2006,6,6,36,Action,51,605
Ankoku Cat VS,ONA,2011,3,5,15,Action- Comedy,46,184
Ankoku Kazoku Warabi-san,ONA,2021,20,4,80,Comedy- Slice of Life,72,41
Ankoku Shindenshou Takegami,OVA,1990,3,43,129,Action- Drama- Mecha- Sci-Fi- Supernatural,57,1065
Anmitsu-hime,TV,1986,51,24,1224,Comedy,73,682
Anne no Nikki,MOVIE,1995,1,102,102,Drama,64,3292
Anne no Nikki: Anne Frank Monogatari,SPECIAL,1979,1,85,85,Drama,54,417
Annyeong Jaduya,TV_SHORT,2011,40,12,480,Comedy- Slice of Life,58,183
Annyeong Jaduya 3 Special,TV_SHORT,2015,26,12,312,Comedy- Slice of Life,40,51
Annyeong Jaduya 4: Jaduwa Chingudeul,TV_SHORT,2018,24,12,288,Comedy- Slice of Life,48,45
Annyeong Jaduya Season 2,TV_SHORT,2012,60,12,720,Comedy- Slice of Life,47,63
Annyeong Jaduya: Seoyugi - Eojjeoda Yeongwoong,MOVIE,2017,1,63,63,Action- Comedy,46,42
Annyeong- Tyrano: Yeong-wonhi- Hamkke,MOVIE,2019,1,108,108,Adventure,64,583
Ano Yama ni Noborou yo,OVA,2003,1,30,30,Adventure- Fantasy,41,177
Anoyo no Subete wa- Obakegumi!,TV_SHORT,2020,34,4,136,Comedy- Supernatural,46,485
Anta e,MUSIC,2013,1,6,6,Drama,55,198
ANTIHERO,MUSIC,2023,1,3,3,Drama- Psychological,61,72
Antique Bakery,TV,2008,12,22,264,Comedy- Slice of Life,66,7233
Anyamal Tantei Kiruminzoo,TV,2009,50,23,1150,Comedy- Fantasy- Mahou Shoujo,69,3401
Ao no Doumon,OVA,1999,1,13,13,Drama,49,107
Ao no Exorcist Movie Tokubetsu Eizou,SPECIAL,2012,1,3,3,Comedy,58,5250
Ao no Miburo: Serizawa Ansatsu-hen,TV,2025,14,24,336,Drama,69,3739
Ao no Orchestra 5-bu de Tanoshii Kurashikku,TV_SHORT,2023,19,5,95,Comedy- Music,52,185
Ao no Orchestra Season 2,TV,2025,21,25,525,Drama- Music,75,6683
Ao Oni: The Animation,TV_SHORT,2016,13,4,52,Comedy- Horror,46,5776
Aoi Blink,TV,1989,39,25,975,Fantasy,70,751
Aoi Hane Mitsuketa!,ONA,2021,6,4,24,Fantasy,51,218
Aoi Hitomi no Onnanoko no Ohanashi,SPECIAL,2009,1,55,55,Drama,55,290
Aoi Kioku: Manmou Kaitaku to Shounen-tachi,MOVIE,1993,1,90,90,Drama,51,306
Aoi Triton,SPECIAL,2002,1,8,8,Fantasy,41,134
Aoi Umi no Tristia,OVA,2004,2,27,54,Adventure- Mecha,50,1373
Aoi Umi to Shounen,SPECIAL,1983,1,39,39,Adventure- Drama- Slice of Life,42,278
Aoki Densetsu Shoot!,TV,1993,58,25,1450,Action- Comedy- Drama- Romance- Sports,71,3314
Aoki Densetsu Shoot! (Movie),MOVIE,1994,1,25,25,Action- Sports,64,907
Aoki Hagane no Arpeggio: Ars Nova - DC,MOVIE,2015,1,105,105,Action- Sci-Fi,72,7290
Aoki Honoo,OVA,1989,1,49,49,Drama- Ecchi- Psychological- Romance,36,1660
Aoki Ryuusei SPT Layzner,TV,1985,38,24,912,Action- Adventure- Mecha- Sci-Fi,70,4005
Aoki Ryuusei SPT Layzner OVA,OVA,1986,3,55,165,Action- Mecha- Sci-Fi,71,1239
Aos,MOVIE,1964,1,9,9,Fantasy,31,1012
Aoshi Dan Shen,ONA,2025,12,20,240,Action- Adventure- Fantasy,73,374
Aoshi Jiu Chong Tian,ONA,2023,12,25,300,Action- Adventure- Fantasy- Romance,71,495
AOTU Shijie,ONA,2016,32,12,384,Action- Adventure- Fantasy- Sci-Fi,53,393
AOTU Shijie 2,ONA,2017,20,12,240,Action- Adventure- Fantasy- Sci-Fi,49,204
AOTU Shijie 3,ONA,2019,40,20,800,Action- Adventure- Fantasy- Sci-Fi,50,157
AOTU Shijie 4,ONA,2022,20,18,360,Action- Adventure- Fantasy- Sci-Fi,61,86
AOTU Shijie Fan Wai Pian,ONA,2021,5,15,75,Action- Adventure- Fantasy- Sci-Fi,48,72
AOTU Xueyuan,ONA,2019,15,5,75,Comedy,46,62
AOTU Xueyuan 2,ONA,2020,20,,20,Comedy,50,57
Aoyama Goushou Tanpenshuu,SPECIAL,1999,7,20,140,Adventure- Comedy- Mystery- Romance,71,2194
Aozora Shoujotai,OVA,1994,7,28,196,Adventure- Comedy- Romance,63,3649
Apache Yakyuugun,TV,1971,26,20,520,Action- Sports,65,604
Apartment!,ONA,2004,1,5,5,Comedy- Slice of Life,50,506
Apfelland Monogatari,MOVIE,1992,1,90,90,Adventure- Drama,62,1159
APO APO World: Giant Baba 90-bun 1-hon Shoubu,MOVIE,1996,1,90,90,Comedy- Sports,54,84
Aporia,MUSIC,2024,1,4,4,Adventure- Fantasy,72,799
Appaga Piryohae,MOVIE,2005,1,10,10,Fantasy,58,408
Appleseed Saga Ex Machina,MOVIE,2007,1,104,104,Action- Mecha- Sci-Fi,68,5532
Appleseed XIII,OVA,2011,13,22,286,Action- Mecha- Sci-Fi,56,2969
APPLESEED XIII Remix Movie: Yogen,MOVIE,2011,1,85,85,Action- Mecha- Sci-Fi,55,1187
APPLESEED XIII Remix Movie: Yuigon,MOVIE,2011,1,85,85,Action- Mecha- Sci-Fi,54,1077
Appleseed α,MOVIE,2014,1,93,93,Action- Adventure- Mecha- Sci-Fi,64,4436
Aqua Kids,TV,2004,26,26,676,Adventure,43,224
Aquarian Age: Saga II - Dont forget me...,MOVIE,2003,1,60,60,Action- Drama- Fantasy,54,962
Aquarian Age: Sign for Evolution,TV,2002,13,24,312,Action- Adventure- Fantasy- Music- Romance- Sci-Fi,58,2565
Aquarion Logos,TV,2015,26,24,624,Action- Fantasy- Mecha- Sci-Fi,54,6226
Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,OVA,2006,1,24,24,Action- Adventure- Fantasy- Sci-Fi,54,2768
Arabian Nights: Sindbad no Bouken,MOVIE,1962,1,81,81,Action- Adventure- Fantasy,49,855
Arabian Nights: Sindbad no Bouken,TV,1975,52,20,1040,Adventure- Fantasy- Romance,67,1874
Araburu Kisetsu no Otome-domo yo. Mini Anime,ONA,2019,42,1,42,Comedy,42,322
Arad Senki: Slap Up Party,TV,2009,26,25,650,Action- Adventure- Comedy- Fantasy,61,3171
Arad: Gyakuten no Wa,ONA,2020,16,24,384,Action- Adventure- Fantasy,54,771
Arad: Suming Zhi Men,TV_SHORT,2017,20,15,300,Action- Adventure- Fantasy,52,1300
Aragne no Mushikago,MOVIE,2018,1,75,75,Fantasy- Horror- Mystery,47,3319
Araiguma Calcal-dan,TV_SHORT,2025,24,2,48,Comedy- Sci-Fi- Slice of Life,54,708
Araiguma Rascal,TV,1977,52,26,1352,Drama- Slice of Life,67,1542
A-RA-SHI : Reborn,MUSIC,2020,1,4,4,Action- Adventure- Comedy,58,835
Arashi no Yoru ni,MOVIE,2005,1,107,107,Adventure- Comedy- Drama- Fantasy,73,5945
Arashi no Yoru ni: Himitsu no Tomodachi,TV,2012,26,23,598,Adventure- Drama,61,699
Arata Kangatari Picture Drama,SPECIAL,2013,6,13,78,Fantasy,47,653
Arawi Keiichi Tanpen,ONA,2020,1,2,2,Comedy,57,449
Arc the Lad,TV,1999,26,22,572,Action- Adventure- Fantasy- Horror- Sci-Fi,62,3243
Arcade Gamer Fubuki,OVA,2002,4,29,116,Action- Comedy- Ecchi- Sci-Fi,51,3455
Arcade Gamer Fubuki: Tokebetsu-hen - Kabe no Mukou no Paradise,SPECIAL,2003,1,6,6,Action- Adventure- Comedy- Ecchi,41,1165
Area 88,OVA,1985,3,67,201,Action- Adventure- Drama- Romance,73,7601
Area 88 (TV),TV,2004,12,25,300,Action- Drama- Romance,66,3527
Area 88 Movie,MOVIE,1985,1,99,99,Action- Adventure- Drama- Romance,66,904
Arei no Kagami: Way to the Virgin Space,MOVIE,1985,1,25,25,Action- Adventure- Sci-Fi,50,1047
Arete-hime,MOVIE,2001,1,105,105,Adventure- Fantasy,68,5505
Argento Soma Special,SPECIAL,2002,1,25,25,Action- Mecha- Sci-Fi,59,1027
ARGONAVIS from BanG Dream!,TV,2020,13,24,312,Drama- Music,63,5516
Ari no Seikatsu,MOVIE,1994,1,14,14,Fantasy,48,200
Ari to Kirigirisu,MOVIE,1962,1,15,15,Fantasy- Music,35,157
ARIA The BENEDIZIONE,MOVIE,2021,1,60,60,Fantasy- Sci-Fi- Slice of Life,81,6650
ARIA The NATURAL: Sono Futatabi Deaeru Kiseki ni...,SPECIAL,2006,1,5,5,Fantasy- Sci-Fi- Slice of Life,70,5717
ARIA The ORIGINATION Picture Drama,SPECIAL,2008,7,7,49,Fantasy- Sci-Fi- Slice of Life,66,3900
ARIA The ORIGINATION: Sono Choppiri Himitsu no Basho ni...,SPECIAL,2008,1,24,24,Comedy- Fantasy- Sci-Fi- Slice of Life,78,7532
Ari-chan,MOVIE,1941,1,11,11,Comedy- Music,45,742
Ariel,OVA,1991,2,42,84,Action- Comedy- Mecha- Sci-Fi,61,1103
ARIEL VISUAL SCEBAI: Saidai no Kiki,OVA,1989,2,28,56,Action- Comedy- Mecha- Sci-Fi,57,1254
Aries: Shinwa no Seizakyuu,OVA,1990,1,45,45,Fantasy- Romance- Supernatural,56,341
Arifureta Itsuka,MUSIC,2021,1,4,4,Fantasy,64,803
Arifureta Shokugyou de Sekai Saikyou Picture Drama,ONA,2019,13,1,13,Comedy- Fantasy,60,1185
Arigatou Kumanofu,ONA,2011,11,1,11,Comedy,34,104
Arigatou Thank You,MUSIC,2004,1,2,2,Comedy- Sci-Fi,35,223
Arinko Hepo: Futari no Himitsu Kichi,ONA,2016,1,3,3,Fantasy- Slice of Life,45,35
Arisa☆Good Luck,OVA,1999,1,29,29,Comedy- Ecchi- Mahou Shoujo,53,1234
Ark,MOVIE,2003,1,84,84,Action- Fantasy- Mecha- Sci-Fi- Supernatural,51,332
Ark IX,OVA,2013,1,11,11,Action,43,3035
Arknights Xin​chun Hui: Lili Kurong,ONA,2024,1,2,2,Fantasy,65,323
Arknights Xin​chun Hui: Zao Li Qian​kun,ONA,2025,1,2,2,Fantasy,68,155
Arknights: 2024 Tebie Jinian Donghua,SPECIAL,2024,1,2,2,Action- Fantasy,82,1505
Armed Blue: Gunvolt,ONA,2017,1,22,22,Action- Sci-Fi,52,2501
Armitage III: DUAL-MATRIX,MOVIE,2002,1,89,89,Action- Adventure- Mecha- Sci-Fi,63,3954
Armitage III: POLY-MATRIX,MOVIE,1996,1,92,92,Action- Adventure- Mecha- Romance- Sci-Fi,67,3114
Arrow Emblem: Grand Prix no Taka,TV,1977,44,24,1056,Drama- Sports,65,907
Arslan Senki,OVA,1991,6,37,222,Action- Adventure- Drama- Fantasy,65,5896
Arslan Senki (TV) OVA,OVA,2016,2,24,48,Adventure- Fantasy,67,4682
Arslan Senki (TV): Fuujin Ranbu - 4-koma Gekijou,SPECIAL,2016,4,1,4,Comedy,58,1235
Arslan Senki: Kaki Oroshi 4-Koma Manga no Short Anime,SPECIAL,2015,8,1,8,Comedy,63,2872
Artiswitch: Rurus Episodes of Memories,ONA,2023,2,3,6,Drama- Psychological,67,766
Aru Hi Inu no Kuni kara Tegami ga Kite,OVA,2015,1,12,12,Drama,62,973
Aru Hibi no CLAMP Gakuen Tanteidan,SPECIAL,2005,13,1,13,Comedy,54,420
Aru Machi Kado no Monogatari,MOVIE,1962,1,38,38,Drama- Fantasy- Music- Romance,63,2208
Aru Nihon no Ekaki Shounen,MOVIE,2019,1,21,21,Drama,72,1022
Aru Tabibito no Nikki,ONA,2003,6,3,18,Adventure- Fantasy,66,7359
Aru Zombie Shoujo no Sainan,ONA,2018,1,80,80,Action- Comedy- Horror- Supernatural,49,5361
Aruite Mikka!,MUSIC,1999,1,2,2,Comedy,37,270
Arve Rezzle: Kikaijikake no Yousei-tachi,MOVIE,2013,1,24,24,Action- Drama- Mystery- Sci-Fi- Thriller,57,6637
Asa da yo! Kaishain,TV_SHORT,2016,744,1,744,Comedy- Fantasy,41,173
Asa na Yuu na,MUSIC,2009,1,2,2,Fantasy,49,40
Asagiri no Miko,TV_SHORT,2002,26,12,312,Action- Comedy- Drama- Fantasy,57,1967
Asako Get You!!,OVA,2013,2,3,6,Comedy- Romance- Slice of Life,52,1324
Asari-chan: Ai no Marchen Shoujo,MOVIE,1982,1,25,25,Adventure- Slice of Life,43,188
Asatir 2: Mirai no Mukashibanashi,ONA,2024,13,25,325,Adventure,63,270
Asatir: Mirai no Mukashibanashi,ONA,2020,13,25,325,Adventure,50,1504
Asatte Dance,OVA,1991,2,42,84,Comedy- Drama- Ecchi- Romance,45,910
Asatte no Houkou,TV,2006,12,25,300,Drama- Fantasy- Slice of Life- Supernatural,68,5538
Ashiaraiyashiki no Juunin-tachi,OVA,2010,1,6,6,Action- Fantasy- Supernatural,42,698
Ashinaga Oji-san,SPECIAL,1979,1,63,63,Comedy- Drama,47,482
Ashita e Attack!,TV,1977,23,24,552,Drama- Sports,61,1115
